va_id,parent_ed_2019,majority_ed,minority_ed,is_swing,va_ndp,va_ucp,va_other,eg_contrib_majority,eg_contrib_minority,delta_eg,region
Vermilion-Lloydminster-Wainwright|017,Vermilion-Lloydminster-Wainwright,Lloydminster-Wainwright,Lloydminster-Wainwright,0,17.500000,233.000000,20.500000,-0.000084,-0.000084,0.000000,Rest of Alberta
Morinville-St. Albert|017,Morinville-St. Albert,St. Albert-Sturgeon,St Albert-Sturgeon,1,86.857143,143.571429,6.285714,0.000068,0.000071,0.000004,Rest of Alberta
Edmonton-Beverly-Clareview|004,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview,Edmonton-Beverly-Clareview,0,104.333333,79.333333,7.333333,-0.000072,-0.000072,0.000000,Edmonton
Edmonton-Manning|047,Edmonton-Manning,Edmonton-Manning,Edmonton-Manning,0,54.777778,42.111111,1.111111,-0.000041,-0.000041,0.000000,Edmonton
Calgary-North West|015,Calgary-North West,Calgary-North West,Calgary-North West-Bearspaw,1,92.333333,97.666667,9.333333,0.000097,0.000094,-0.000003,Calgary
Bonnyville-Cold Lake-St. Paul|047,Bonnyville-Cold Lake-St. Paul,Cold Lake-Bonnyville-St. Paul,Cold Lake-Bonnyville-St. Paul,0,44.833333,116.333333,0.000000,0.000004,0.000004,0.000000,Rest of Alberta
Brooks-Medicine Hat|052,Brooks-Medicine Hat,Medicine Hat-Brooks,Medicine Hat-Brooks,0,78.333333,111.166667,9.833333,0.000050,0.000050,0.000000,Rest of Alberta
Brooks-Medicine Hat|051,Brooks-Medicine Hat,Medicine Hat-Brooks,Medicine Hat-Brooks,0,77.428571,121.142857,8.285714,0.000046,0.000046,0.000000,Rest of Alberta
Morinville-St. Albert|019,Morinville-St. Albert,St. Albert-Sturgeon,St Albert-Sturgeon,1,86.857143,143.571429,6.285714,0.000068,0.000071,0.000004,Rest of Alberta
Morinville-St. Albert|018,Morinville-St. Albert,St. Albert-Sturgeon,St Albert-Sturgeon,1,86.857143,143.571429,6.285714,0.000068,0.000071,0.000004,Rest of Alberta
Sherwood Park|048,Sherwood Park,Sherwood Park,Sherwood Park,0,117.400000,130.600000,12.600000,-0.000145,0.000131,0.000276,Rest of Alberta
Calgary-Hays|011,Calgary-Hays,Calgary-Hays,Calgary-Hays,0,97.142857,118.142857,5.571429,0.000090,0.000090,0.000000,Calgary
Calgary-Hays|022,Calgary-Hays,Calgary-Hays,Calgary-Hays,0,85.400000,123.200000,3.800000,0.000076,0.000076,0.000000,Calgary
Calgary-Fish Creek|005,Calgary-Fish Creek,Calgary-Fish Creek,Calgary-Fish Creek,0,126.333333,153.833333,6.833333,0.000119,0.000120,0.000002,Calgary
Banff-Kananaskis|044,Banff-Kananaskis,Canmore-Banff,Canmore-Kananaskis,1,95.333333,42.666667,5.000000,-0.000039,0.000099,0.000138,Mountain-West
Edmonton-Meadows|034,Edmonton-Meadows,Edmonton-Meadows,Edmonton-Meadows,0,78.800000,56.400000,3.200000,-0.000045,-0.000045,0.000000,Edmonton
Calgary-Lougheed|039,Calgary-Lougheed,Calgary-Fish Creek,Calgary-Lougheed,1,53.166667,88.500000,5.500000,0.000046,0.000045,-0.000001,Calgary
Edmonton-South West|073,Edmonton-South West,Edmonton-Windermere,Edmonton-Windermere,0,70.428571,50.000000,1.714286,-0.000049,-0.000049,0.000000,Edmonton
Calgary-Elbow|011,Calgary-Elbow,Calgary-Elbow,Calgary-Currie,1,77.750000,80.750000,10.750000,-0.000089,-0.000083,0.000006,Calgary
Leduc-Beaumont|021,Leduc-Beaumont,Edmonton-Beaumont,Edmonton-Beaumont,0,88.200000,115.800000,5.600000,0.000096,0.000096,0.000000,Edmonton
Central Peace-Notley|048,Central Peace-Notley,Central Peace-Notley,Central Peace-Notley,0,12.000000,128.000000,5.000000,-0.000043,-0.000043,-0.000000,Rest of Alberta
Banff-Kananaskis|009,Banff-Kananaskis,Calgary-Glenmore-Tsuut'ina,Calgary-West-Tsuut'ina,1,83.000000,84.500000,5.000000,0.000090,0.000078,-0.000012,Calgary
Highwood|032,Highwood,Okotoks-Diamond Valley,Highwood,1,45.875000,159.875000,4.750000,-0.000004,-0.000003,0.000001,Rest of Alberta
Highwood|002,Highwood,Okotoks-Diamond Valley,Canmore-Kananaskis,1,27.571429,78.285714,3.857143,0.000004,0.000018,0.000015,Rest of Alberta
Edmonton-Whitemud|009,Edmonton-Whitemud,Edmonton-Whitemud,Edmonton-Whitemud,0,96.666667,94.000000,3.666667,-0.000091,-0.000091,0.000000,Edmonton
Bonnyville-Cold Lake-St. Paul|029,Bonnyville-Cold Lake-St. Paul,Cold Lake-Bonnyville-St. Paul,Cold Lake-Bonnyville-St. Paul,0,49.545455,111.909091,0.000000,0.000011,0.000011,0.000000,Rest of Alberta
Cypress-Medicine Hat|031,Cypress-Medicine Hat,Medicine Hat-Cypress,Medicine Hat-Cypress,0,121.333333,197.666667,9.333333,0.000084,0.000079,-0.000006,Rest of Alberta
Cypress-Medicine Hat|030,Cypress-Medicine Hat,Medicine Hat-Cypress,Medicine Hat-Cypress,0,121.333333,197.666667,9.333333,0.000084,0.000079,-0.000006,Rest of Alberta
Edmonton-West Henday|047,Edmonton-West Henday,Edmonton-West Henday,Edmonton-West Henday,0,104.888889,75.222222,6.888889,-0.000069,-0.000068,0.000000,Edmonton
Drayton Valley-Devon|026,Drayton Valley-Devon,Stony Plain-Drayton Valley,Lac Ste Anne-Parkland,1,36.000000,132.000000,8.000000,-0.000009,-0.000009,0.000000,Rest of Alberta
