perturbation_idx,majority_eg_pct,minority_eg_pct,asymmetry_pp,majority_mm_pp,minority_mm_pp,majority_declination,minority_declination,majority_seats_at_50_ndp,minority_seats_at_50_ndp,majority_ndp_seats,minority_ndp_seats,majority_conservation_pass,minority_conservation_pass,majority_coverage_frac,minority_coverage_frac
107,-5.405486042854023,0.9682068301027522,6.3736928729567754,-1.4447756547970758,-1.7176322229879637,-0.055572009591524245,-0.03197152719818046,49,46,41,36,True,True,0.9154008696337418,0.8949686466340456
108,-1.2049473330596538,3.7427107873586176,4.9476581204182715,-1.8099196108361304,-2.2593713506331605,-0.02973307768855307,-0.008832598111549064,49,46,39,34,True,True,0.9155039994027704,0.8945346564337809
109,-5.455065309602281,0.512161846888146,5.967227156490427,-1.02375367373706,-2.051731220815145,-0.05653794392402244,-0.025403939358548684,49,46,41,35,True,True,0.915473064847142,0.8951361283950566
110,-1.4969444620161774,0.35536103680918013,1.8523054988253578,-1.695193322796379,-1.345728619203601,-0.04461555465287667,-0.033173341455847556,48,44,40,36,True,True,0.9154134754453904,0.8954250424155072
111,-2.1957405694935312,1.8998553785231658,4.0955959480166975,-1.6085209204971695,-1.9774185875198524,-0.029688148029940627,-0.010424182331838708,49,45,39,34,True,True,0.915380857455762,0.8951669508061577
112,-5.540454394616531,0.5720718786845784,6.112526273301109,-1.4358344117167132,-1.816905652913814,-0.05805161778124462,-0.024004388458363505,49,45,41,35,True,True,0.9154778593286393,0.8954709655410446
113,-5.662214746483243,0.538806269700924,6.201021016184167,-1.6798248312712705,-1.2610453377704112,-0.057231796575127405,-0.02439354264723896,49,43,41,35,True,True,0.9156785020473667,0.8953372610898667
114,-5.042830693924516,2.08318485504342,7.1260155489679375,-1.317244714827387,-1.8210308932242791,-0.0442382347259958,-0.010260961430851296,49,46,40,34,True,True,0.9153063832268994,0.8954797378525508
115,-5.15810896583142,0.2575232449750157,5.415632210806436,-1.6633662423300832,-1.1501930388069181,-0.055885962740777326,-0.022955861592419663,49,42,41,35,True,True,0.9153817622109319,0.8945491097526782
116,-5.632758555210588,2.2468515263309823,7.87961008154157,-1.3687837180383577,-1.750945578699159,-0.05744558299927124,-0.010985562073508795,49,45,41,34,True,True,0.9157228569842006,0.8949071759245043
117,-2.619414960836136,0.922703625605848,3.5421185864419833,-1.5821547782541134,-2.0282254878782044,-0.030376013570610656,-0.01752263261517932,48,46,39,35,True,True,0.9153030178207474,0.894753652210609
118,-2.365170354941958,0.8322722905286196,3.197442645470577,-1.1381931597388262,-1.7958038366320872,-0.03134131730864272,-0.025917166030562915,49,45,39,35,True,True,0.9154564711015466,0.8954688087228121
119,-5.679013485987626,0.781609603460275,6.460623089447901,-1.4018011111904927,-1.2463554994029846,-0.04329782230717694,-0.03477470911178312,49,44,40,36,True,True,0.9154542873788567,0.8953577114865794
120,-2.4388976585120634,0.7237427667730236,3.162640425285087,-1.2511063789594767,-1.440623790229334,-0.045062524365047193,-0.03515160827471761,49,44,40,36,True,True,0.9155627022103805,0.895471406518487
121,-2.4761713895200548,0.9314532471628072,3.407624636682862,-1.9229353592487897,-1.439667883362472,-0.045383817664954404,-0.018053493166205425,49,45,40,35,True,True,0.9153545971449991,0.8943776288168527
122,-0.9287915078788341,0.7084174495768517,1.637208957455686,-1.52816713687422,-1.464369805707194,-0.028072955876622955,-0.03561136986800551,49,44,39,36,True,True,0.9154331674356153,0.8954019650010853
123,-2.379265043059253,0.5095982874253686,2.8888633304846216,-1.2409388385032583,-0.8071303812513919,-0.03103678817727293,-0.008669866268270363,49,43,39,34,True,True,0.9156080838084942,0.895208295243638
124,-2.3785334634738646,0.964994864774062,3.3435283282479267,-1.829567681815214,-1.7264182742966372,-0.03278081190667186,-0.01120813059984351,49,45,39,34,True,True,0.9154422285207404,0.8950775240645699
125,-5.482962622058232,0.36004009265606113,5.843002714714293,-1.4362769806420095,-1.6558867797063226,-0.04461151868926289,-0.015490216502030116,49,44,40,34,True,True,0.9153556219698774,0.8954816823399195
126,-5.508983884595075,0.48876928525831004,5.997753169853385,-1.4772333921180325,-1.3903565502957238,-0.057331876409268595,-0.020753015179246045,49,44,41,35,True,True,0.9152603425756004,0.8950868828546373
127,-5.583706621289037,0.552679685450499,6.136386306739537,-1.8036403812689672,-1.8492245303570298,-0.055372126358628135,-0.018806492595365633,49,47,41,35,True,True,0.9154105508022622,0.8952020671421183
128,-2.273569872774641,0.603764045022125,2.877333917796766,-2.4351128786383014,-1.7005599006355732,-0.04559959191220603,-0.012439149570054658,49,45,40,34,True,True,0.9154375848840947,0.8949740963012751
129,-2.1938648105760707,1.8534088512317735,4.047273661807845,-1.6251436088710658,-0.7098085250262565,-0.030657192702619213,-0.01101188105581369,49,44,39,34,True,True,0.9152679889937253,0.8947590952473821
130,-2.3765728591713913,0.792242644874271,3.168815504045662,-1.1043772499175875,-1.538533406203113,-0.04448853640940077,-0.010994396881662254,49,43,40,34,True,True,0.9154738732008894,0.8950456851274986
131,-5.439887413935275,0.6470167053254411,6.0869041192607165,-1.1855545280867574,-1.4990642782605867,-0.05813556732464867,-0.013057252566221202,49,44,41,34,True,True,0.915721173435842,0.8950357408097639
